City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,aral,40.5156,81.2636,88.12,18,32,13.58,CN,1686622484
280,kununurra,-15.7667,128.7333,85.98,28,28,12.66,AU,1686622485
281,polyarnyy,69.1989,33.4478,48.67,71,99,7.65,RU,1686622485
282,muscat,23.6139,58.5922,95.02,41,100,0.83,OM,1686622485
283,marka,1.7159,44.7717,78.19,86,20,16.91,SO,1686622485
284,hithadhoo,-0.6,73.0833,83.71,71,54,9.31,MV,1686622485
285,petropavlovsk-kamchatsky,53.0452,158.6483,73.99,33,0,6.71,RU,1686622485
286,luderitz,-26.6481,15.1594,54.64,81,0,11.59,NA,1686622485
287,urangan,-25.3,152.9,69.01,69,0,3.42,AU,1686622485
288,gadzhiyevo,69.2551,33.3362,48.83,70,100,8.48,RU,1686622486
289,scarborough,54.2797,-0.4044,58.66,90,7,3.0,GB,1686622257
290,miracema do tocantins,-9.5618,-48.3967,76.8,52,0,1.28,BR,1686622486
291,mugia,43.1041,-9.2179,63.16,95,100,5.17,ES,1686622486
292,hede,33.7681,120.2517,81.55,38,100,1.63,CN,1686622486
293,dongcun,36.7767,121.1597,78.17,43,10,1.03,CN,1686622486
294,peterborough,52.5736,-0.2478,57.92,94,9,8.05,GB,1686622464
295,byron bay,-28.65,153.6167,69.71,64,1,7.63,AU,1686622487
296,kudymkar,59.0173,54.656,48.47,65,21,6.24,RU,1686622487
297,iskateley,67.6803,53.1512,47.01,68,69,8.63,RU,1686622487
298,ortaca,36.8294,28.7708,62.4,94,0,2.3,TR,1686622487
299,santa marta,11.2408,-74.199,84.88,71,75,4.61,CO,1686622386
300,alesund,62.4723,6.1549,58.91,82,100,2.3,NO,1686622487
301,hadibu,12.65,54.0333,82.56,81,100,21.97,YE,1686622487
302,sale,34.0389,-6.8166,69.75,94,75,4.61,MA,1686622331
303,tweed heads,-28.1817,153.547,74.21,73,40,9.22,AU,1686622488
304,briviesca,42.5499,-3.3232,51.94,92,86,4.52,ES,1686622488
305,lagos,6.5833,3.75,75.79,85,70,3.49,NG,1686622404
306,tukrah,32.5341,20.5791,68.9,91,3,2.75,LY,1686622488
307,jacmel,18.2342,-72.5347,84.04,85,8,0.6,HT,1686622488
308,tucuma,-0.1833,-50.05,76.06,93,100,6.13,BR,1686622488
309,dudinka,69.4058,86.1778,47.62,61,80,6.11,RU,1686622488
310,taichung,24.1469,120.6839,85.05,85,75,3.44,TW,1686622377
311,oamaru,-45.0784,170.9801,54.19,66,76,8.37,NZ,1686622489
312,uray,60.1247,64.7758,49.15,51,0,8.28,RU,1686622489
313,fort bragg,35.139,-79.006,73.54,88,75,3.44,US,1686622389
314,olinda,-8.0089,-34.8553,80.33,78,75,6.91,BR,1686622489
315,lompoc,34.6391,-120.4579,67.01,80,100,8.01,US,1686622489
316,miles city,46.4083,-105.8406,76.17,38,0,6.91,US,1686622489
317,pariaman,-0.619,100.12,84.25,71,53,0.87,ID,1686622490
318,belmonte,-15.8631,-38.8828,73.92,87,3,4.34,BR,1686622490
319,kidal,18.4411,1.4078,87.4,40,6,8.16,ML,1686622490
320,yangjiang,21.85,111.9667,86.27,73,55,3.98,CN,1686622490
321,diyarbakir,37.9158,40.2189,62.58,63,0,3.44,TR,1686622490
322,cabedelo,-6.9811,-34.8339,75.87,85,25,12.59,BR,1686622490
323,letterkenny,54.95,-7.7333,58.48,94,91,2.37,IE,1686622490
324,xingcheng,40.6167,120.7167,71.11,56,15,6.51,CN,1686622490
325,bam,29.106,58.357,86.47,18,0,11.16,IR,1686622491
326,almazan,41.4865,-2.5309,53.78,92,55,4.16,ES,1686622491
327,hugo,45.16,-92.9933,74.82,43,40,5.75,US,1686622381
328,namtsy,62.7161,129.6658,48.78,57,100,6.67,RU,1686622491
329,gubkinskiy,64.434,76.5026,42.12,60,6,19.08,RU,1686622491
330,utrik,11.2278,169.8474,81.91,80,31,18.41,MH,1686622491
331,mammoth lakes,37.6485,-118.9721,48.81,77,100,9.22,US,1686622400
332,flying fish cove,-10.4217,105.6791,82.08,78,40,13.8,CX,1686622301
333,pavilosta,56.8879,21.1859,48.11,62,55,6.78,LV,1686622491
334,pimentel,-6.8367,-79.9342,71.89,83,0,19.57,PE,1686622492
335,gisborne,-38.6533,178.0042,54.46,73,38,17.22,NZ,1686622492
336,pandan,14.0453,124.1694,89.06,61,100,5.41,PH,1686622492
337,xinzhou,38.4092,112.7333,76.82,29,0,7.7,CN,1686622492
338,dolinsk,47.35,142.8,62.1,82,98,3.83,RU,1686622492
339,oriximina,-1.7656,-55.8661,75.74,92,11,3.87,BR,1686622492
340,basco,20.4487,121.9702,81.32,88,100,27.96,PH,1686622492
341,jwaneng,-24.6004,24.7303,41.58,79,0,9.78,BW,1686622493
342,zahedan,29.4963,60.8629,77.47,16,1,2.48,IR,1686622493
343,wyrzysk,53.153,17.268,56.26,76,100,11.16,PL,1686622493
344,gunjur,13.2019,-16.7339,82.47,83,75,6.91,GM,1686622493
345,palikir - national government center,6.9248,158.1611,88.65,74,100,9.22,FM,1686622493
346,naze,28.3667,129.4833,72.52,92,100,7.29,JP,1686622493
347,florence,43.7667,11.25,67.35,88,40,2.3,IT,1686622493
348,kyren,51.6828,102.1408,63.05,90,100,3.78,RU,1686622343
349,karsava,56.7841,27.6883,47.66,75,5,4.85,LV,1686622494
350,zalingei,12.9096,23.4741,75.51,68,100,5.28,SD,1686622494
351,chuguyevka,44.1653,133.8633,70.7,69,99,2.84,RU,1686622494
352,chorfa,36.3651,4.3264,71.06,78,86,2.44,DZ,1686622494
353,al kharijah,25.4514,30.5464,85.55,26,0,3.24,EG,1686622309
354,santana,-0.0583,-51.1817,80.78,94,20,8.05,BR,1686622494
355,zavodskoy,43.4597,132.2922,65.79,82,40,6.71,RU,1686622494
356,la passe,45.5549,-0.8967,64.63,92,100,5.53,FR,1686622495
357,san pedro,14.35,121.0167,92.32,68,40,10.36,PH,1686622495
358,trosa,58.8962,17.5481,46.36,70,0,5.28,SE,1686622495
359,kingscliff,-28.2667,153.5667,71.76,73,40,9.22,AU,1686622495
360,duba,27.3513,35.6901,83.34,55,0,3.47,SA,1686622495
361,san juan bautista,-14.0108,-75.7358,65.46,65,4,6.49,PE,1686622495
362,san andres,12.5847,-81.7006,84.22,84,20,10.36,CO,1686622279
363,ola,59.5833,151.2833,66.15,91,89,11.61,RU,1686622495
364,karratha,-20.7377,116.8463,72.43,31,13,21.63,AU,1686622496
365,ivdel',60.6911,60.4206,53.94,62,59,7.34,RU,1686622496
366,vrangel',42.7297,133.0839,59.5,88,100,4.99,RU,1686622496
367,krasnyy kholm,58.0607,37.1203,48.87,77,6,0.6,RU,1686622496
368,winnemucca,40.973,-117.7357,69.85,46,20,6.91,US,1686622496
369,cam ranh,11.9214,109.1591,93.16,49,20,4.61,VN,1686622496
370,ad dilam,23.9915,47.1627,95.41,20,10,2.89,SA,1686622496
371,hasaki,35.7333,140.8333,77.29,88,98,13.94,JP,1686622236
372,haiku-pauwela,20.9219,-156.3051,86.02,56,0,21.85,US,1686622497
373,new norfolk,-42.7826,147.0587,54.91,79,91,3.44,AU,1686622497
374,moab,38.5733,-109.5498,71.65,29,53,16.28,US,1686622497
375,putla villa de guerrero,17.0333,-97.9333,76.41,83,100,2.24,MX,1686622497
376,santa branca,-23.3967,-45.8839,62.46,96,63,3.06,BR,1686622497
377,hirara,24.8,125.2833,78.66,100,75,18.41,JP,1686622497
378,juneau,58.3019,-134.4197,53.6,81,100,6.91,US,1686622498
379,birobidzhan,48.8,132.95,69.48,59,13,4.92,RU,1686622498
380,yreka,41.7354,-122.6345,86.18,26,0,16.11,US,1686622498
381,fisterra,42.9049,-9.2629,63.01,93,91,8.19,ES,1686622498
382,namibe,-15.1961,12.1522,60.57,80,4,3.56,AO,1686622498
383,noumea,-22.2763,166.4572,78.78,99,3,14.52,NC,1686622436
384,harper,4.375,-7.7169,77.72,77,96,8.59,LR,1686622498
385,novovyazniki,56.1975,42.1711,45.18,79,0,5.26,RU,1686622498
386,colonia,50.9333,6.95,65.86,58,0,4.61,DE,1686622445
387,boyolangu,-8.1181,111.8935,80.08,77,99,8.52,ID,1686622274
388,envira,-7.3,-70.2167,72.32,98,17,0.89,BR,1686622499
389,alta,69.9689,23.2717,48.18,65,40,13.8,NO,1686622248
390,humberto de campos,-2.5983,-43.4611,74.93,94,9,5.57,BR,1686622499
391,swakopmund,-22.6833,14.5333,54.99,91,0,7.78,NA,1686622499
392,kiunga,-6.1219,141.2906,78.21,95,91,3.51,PG,1686622500
393,motygino,58.1831,94.7592,60.58,57,71,8.08,RU,1686622500
394,bogande,12.9714,-0.1436,80.71,65,79,4.25,BF,1686622500
395,cape canaveral,28.4058,-80.6048,85.01,78,0,9.22,US,1686622500
396,uturoa,-16.7333,-151.4333,81.09,69,25,15.52,PF,1686622500
397,vila franca do campo,37.7167,-25.4333,66.61,98,100,11.36,PT,1686622500
398,pskov,57.8136,28.3496,40.91,100,0,0.0,RU,1686622500
399,puerto deseado,-47.7503,-65.8938,39.54,62,100,10.58,AR,1686622284
400,melo,-32.3667,-54.1833,39.42,79,7,6.29,UY,1686622501
401,mount gambier,-37.8333,140.7667,53.46,82,100,10.92,AU,1686622410
402,bolobo,-2.1667,16.2333,71.08,94,100,2.55,CD,1686622501
403,qaqortoq,60.7167,-46.0333,44.08,76,100,6.06,GL,1686622501
404,selfoss,63.9331,-20.9971,46.85,80,3,4.88,IS,1686622501
405,waddan,29.1614,16.139,72.37,56,0,5.1,LY,1686622502
406,anori,-3.7728,-61.6442,76.14,88,19,2.93,BR,1686622268
407,ndende,-2.4008,11.3581,71.49,98,73,2.15,GA,1686622502
408,belomorsk,64.5232,34.7668,58.42,54,85,11.83,RU,1686622502
409,abalak,58.1286,68.5944,49.78,49,6,6.42,RU,1686622499
410,feicheng,35.2606,117.9675,84.78,32,3,7.07,CN,1686622503
411,oral,51.2333,51.3667,62.58,63,0,13.42,KZ,1686622503
412,kribi,2.95,9.9167,76.75,89,99,5.91,CM,1686622503
413,at taj,24.2049,23.2857,86.11,22,0,15.1,LY,1686622503
414,namp'o,38.7375,125.4078,72.19,59,23,4.43,KP,1686622503
415,poronaysk,49.2167,143.1167,46.76,98,100,3.74,RU,1686622504
416,riachao das neves,-11.7461,-44.91,70.34,50,0,2.13,BR,1686622504
417,havre,49.5833,0.3333,61.2,100,100,5.75,FR,1686622504
418,isola della scala,45.2722,11.009,66.65,79,75,11.5,IT,1686622504
419,el sauzal de rodriguez,31.9,-116.6833,64.42,72,4,8.59,MX,1686622504
420,kirensk,57.7853,108.1119,58.84,36,100,13.58,RU,1686622505
421,sierra grande,-41.606,-65.3557,40.89,46,23,4.0,AR,1686622505
422,zongolica,18.6667,-96.9833,73.0,90,7,1.28,MX,1686622505
423,fortaleza,-3.7227,-38.5247,81.21,83,40,6.91,BR,1686622500
424,guaira,-20.3183,-48.3106,67.75,54,1,2.91,BR,1686622505
425,ciudad guadalupe victoria,24.4497,-104.1225,81.79,13,22,11.16,MX,1686622506
426,glendive,47.1053,-104.7125,73.02,49,0,4.61,US,1686622506
427,pingliang,35.5392,106.6861,75.9,26,40,7.85,CN,1686622506
428,palmer,42.1584,-72.3287,67.86,84,100,0.0,US,1686622283
429,columbus,39.9612,-82.9988,61.7,64,40,12.66,US,1686622506
430,oroqen zizhiqi,50.5667,123.7167,84.94,32,100,2.42,CN,1686622506
431,viedma,-40.8135,-62.9967,41.85,49,7,9.62,AR,1686622507
432,agat village,13.3886,144.6585,87.91,92,75,12.66,GU,1686622507
433,pedernales,18.0384,-71.744,81.73,65,5,8.81,DO,1686622507
434,ouadda,8.0777,22.4007,68.76,99,100,1.12,CF,1686622507
435,changji,44.0167,87.3167,77.79,47,0,2.24,CN,1686622507
436,kerikeri,-35.2268,173.9474,62.91,66,1,7.43,NZ,1686622507
437,withernsea,53.7311,0.0335,59.09,92,6,7.9,GB,1686622508
438,buala,-8.145,159.5921,85.03,73,31,6.42,SB,1686622508
439,gao,16.6362,1.637,81.5,61,21,10.6,ML,1686622508
440,howard springs,-12.497,131.047,85.91,30,100,10.47,AU,1686622508
441,porto novo,6.4965,2.6036,76.6,81,100,6.04,BJ,1686622509
442,valparaiso,-33.0393,-71.6273,40.64,100,0,4.61,CL,1686622509
443,timaru,-44.4,171.25,54.07,87,46,4.0,NZ,1686622509
444,minusinsk,53.7103,91.6875,64.42,63,14,7.65,RU,1686622509
445,revda,56.801,59.9303,45.54,58,0,3.13,RU,1686622308
446,puerto aysen,-45.4,-72.7,34.14,97,100,2.98,CL,1686622509
447,betio village,1.358,172.9211,87.84,79,92,13.24,KI,1686622509
448,santarem,-2.4431,-54.7083,78.93,94,0,0.0,BR,1686622435
449,christchurch,-43.5333,172.6333,55.47,77,75,9.22,NZ,1686622326
450,turbana,10.2717,-75.4422,85.01,87,71,4.23,CO,1686622510
451,soio,-6.1349,12.3689,72.43,90,20,6.42,AO,1686622510
452,la'ie,21.6477,-157.9253,87.76,69,0,5.99,US,1686622510
453,ulladulla,-35.35,150.4667,65.28,46,100,10.11,AU,1686622510
454,sainte-marie,-20.8968,55.5496,72.05,90,75,6.91,RE,1686622511
455,manavalakurichi,8.1333,77.3,81.81,77,97,13.33,IN,1686622511
456,chagoda,59.164,35.3285,49.44,74,11,4.09,RU,1686622511
457,la sarre,48.8002,-79.1996,59.05,88,100,4.99,CA,1686622498
458,katiola,8.1333,-5.1,69.8,96,66,4.07,CI,1686622511
459,montmagny,48.9734,2.3469,66.02,89,0,9.22,FR,1686622511
460,cole harbour,44.6724,-63.4751,63.88,68,20,8.05,CA,1686622511
461,amble,55.3333,-1.5833,54.23,97,18,1.14,GB,1686622512
462,erwin,36.1451,-82.4168,62.65,94,100,2.71,US,1686622512
463,lewiston orchards,46.3804,-116.9754,82.71,53,75,10.36,US,1686622512
464,sendafa,9.15,39.0333,55.18,73,99,2.42,ET,1686622512
465,arkhangel'sk,64.5401,40.5433,59.65,54,94,10.65,RU,1686622512
466,praia da vitoria,38.7333,-27.0667,64.65,100,20,5.99,PT,1686622512
467,thinadhoo,0.5333,72.9333,83.68,72,12,9.95,MV,1686622513
468,masterton,-40.9597,175.6575,52.88,68,17,7.94,NZ,1686622259
469,lucapa,-8.4192,20.7447,65.46,41,63,2.95,AO,1686622513
470,pecan plantation,32.3604,-97.6756,82.74,75,40,9.22,US,1686622513
471,simpang,-1.2667,104.0833,84.02,73,75,5.61,ID,1686622513
472,nalut,30.3333,10.85,78.12,33,0,16.11,LY,1686622513
473,sauk rapids,45.5919,-94.1661,71.42,43,0,3.44,US,1686622379
474,babu,24.4167,111.5167,82.72,68,84,6.53,CN,1686622514
475,hami,42.8,93.45,90.1,15,63,10.2,CN,1686622440
476,wanning,18.8003,110.3967,86.43,71,100,5.19,CN,1686622514
477,keelung,25.1283,121.7419,87.69,79,97,4.94,TW,1686622514
478,cajamarca,-7.1638,-78.5003,54.03,88,47,6.08,PE,1686622514
479,yeed,4.55,43.0333,73.17,65,100,16.84,SO,1686622514
480,zaysan,47.4667,84.8667,69.49,39,78,4.16,KZ,1686622514
481,kudahuvadhoo,2.6708,72.8944,83.52,76,81,13.31,MV,1686622514
482,moses lake,47.1301,-119.2781,92.08,25,0,8.05,US,1686622406
483,wotho,10.1657,166.0102,82.58,79,82,19.01,MH,1686622515
484,sola,-13.8833,167.55,80.15,76,17,16.15,VU,1686622515
485,darien,41.752,-87.974,64.44,60,99,5.01,US,1686622515
486,illizi,26.4833,8.4667,87.6,17,0,10.92,DZ,1686622515
487,talcahuano,-36.7167,-73.1167,49.68,53,0,6.91,CL,1686622515
488,yelan'-koleno,51.1523,41.2306,48.99,97,100,12.93,RU,1686622515
489,vipiteno,46.8925,11.4301,57.74,91,35,1.74,IT,1686622516
490,altayskoye,51.9533,85.3325,66.25,60,39,2.71,RU,1686622516
491,port augusta,-32.5,137.7667,61.43,51,8,18.3,AU,1686622516
492,baikunthpur,23.25,82.55,95.29,25,13,8.86,IN,1686622516
493,port coquitlam,49.2664,-122.7693,78.91,52,96,5.99,CA,1686622516
494,el granada,37.5027,-122.4694,69.82,75,100,11.5,US,1686622516
495,alagoinhas,-12.1356,-38.4192,69.35,98,33,1.86,BR,1686622517
496,gaigeturi,33.4644,126.3183,71.65,88,75,4.61,KR,1686622517
497,ocos,14.5094,-92.1933,78.98,76,100,6.04,GT,1686622517
498,laojunmiao,39.8333,97.7333,76.8,16,0,17.54,CN,1686622517
499,arar,30.9753,41.0381,78.82,25,0,8.05,SA,1686622517
500,broome,42.2506,-75.833,64.02,95,100,12.66,US,1686622517
501,cold lake,54.4502,-110.2017,69.75,46,75,5.75,CA,1686622517
502,dryden,49.7833,-92.7503,70.09,43,0,3.44,CA,1686622518
503,suntar,62.1444,117.6319,59.02,32,9,7.9,RU,1686622518
504,masaka,-0.3338,31.7341,61.41,83,57,4.09,UG,1686622518
505,charlottetown,46.2352,-63.1267,62.78,57,21,3.0,CA,1686622240
506,buta,2.7858,24.73,68.52,100,84,1.41,CD,1686622518
507,labytnangi,66.6572,66.4183,45.52,49,99,8.19,RU,1686622518
508,dunedin,-45.8742,170.5036,54.81,64,77,4.0,NZ,1686622231
509,katsuren-haebaru,26.3369,127.8719,83.17,98,75,11.5,JP,1686622519
510,sao joaquim,-28.2939,-49.9317,39.72,98,100,3.22,BR,1686622519
511,manokwari,-0.8667,134.0833,81.9,75,43,2.66,ID,1686622394
512,kenai,60.5544,-151.2583,49.14,68,100,8.05,US,1686622306
513,coronel dorrego,-38.7187,-61.2873,39.99,61,3,8.46,AR,1686622519
514,luganville,-15.5333,167.1667,78.93,84,69,9.04,VU,1686622519
515,hotan,37.0997,79.9269,87.4,15,99,5.88,CN,1686622519
516,copala,16.65,-98.9833,82.78,76,96,3.8,MX,1686622520
517,nadi,-17.8,177.4167,82.4,69,40,11.5,FJ,1686622520
518,birjand,32.8663,59.2211,64.87,22,0,4.61,IR,1686622520
519,merizo village,13.2658,144.6691,87.53,79,12,17.4,GU,1686622520
520,esmeraldas,-19.7625,-44.3139,68.86,54,20,3.74,BR,1686622520
521,tocopilla,-22.092,-70.1979,60.91,75,24,9.8,CL,1686622520
522,greymouth,-42.4667,171.2,55.27,58,13,3.09,NZ,1686622521
523,tromso,69.6496,18.957,44.62,87,100,20.71,NO,1686622521
524,bodaybo,57.8506,114.1933,56.28,49,29,7.52,RU,1686622521
525,felipe carrillo puerto,19.5833,-88.05,80.73,90,2,5.64,MX,1686622521
526,anchorage,61.2181,-149.9003,53.65,73,100,19.57,US,1686622249
527,burang,30.25,81.1667,45.7,72,40,2.46,CN,1686622521
528,cadale,2.7603,46.3222,78.78,86,27,16.6,SO,1686622521
529,aykhal,66.0,111.5,57.74,36,13,16.67,RU,1686622522
530,nainpur,22.4333,80.1167,94.3,35,61,8.57,IN,1686622522
531,saint-zotique,45.2501,-74.2492,76.86,60,100,3.44,CA,1686622522
532,campoverde,-8.4753,-74.8058,78.49,92,19,1.28,PE,1686622510
533,usogorsk,63.4106,48.6872,55.74,81,100,7.9,RU,1686622522
534,vadso,70.0744,29.7487,48.36,61,100,13.8,NO,1686622522
535,general conesa,-40.1,-64.4333,43.2,38,1,11.1,AR,1686622522
536,rawson,-43.3002,-65.1023,43.39,51,98,5.57,AR,1686622523
537,anshun,26.25,105.9333,63.68,75,100,3.71,CN,1686622523
538,robore,-18.3333,-59.75,46.04,96,100,6.85,BO,1686622523
539,kavkazskaya,45.445,40.6728,59.49,96,89,5.41,RU,1686622523
540,necochea,-38.5473,-58.7368,48.18,73,100,7.87,AR,1686622523
541,makokou,0.5738,12.8642,69.06,99,100,2.04,GA,1686622523
542,island harbour,50.724,-1.2758,63.93,93,66,5.88,GB,1686622523
543,aur,8.1499,171.1687,83.1,79,97,18.68,MH,1686622524
544,catalao,-18.1658,-47.9464,70.12,46,72,3.58,BR,1686622394
545,yaring,6.8662,101.3689,88.29,77,100,5.73,TH,1686622524
546,sao joao do piaui,-8.3581,-42.2467,72.41,71,0,4.23,BR,1686622524
547,guerrero negro,27.9769,-114.0611,63.72,75,30,20.29,MX,1686622524
548,coahuayana de hidalgo,18.7,-103.6583,78.46,78,13,3.27,MX,1686622524
549,qianzhou,28.3167,109.7167,79.39,67,90,1.63,CN,1686622524
550,gusinoozyorsk,51.2833,106.5,66.6,61,100,13.58,RU,1686622524
551,nakasongola,1.3089,32.4564,63.01,93,70,0.78,UG,1686622525
552,jinghong,21.991,100.7341,76.42,95,99,3.06,CN,1686622525
553,howrah,22.5892,88.3103,86.0,89,40,5.75,IN,1686622525
554,inirida,3.8653,-67.9239,74.86,93,38,2.42,CO,1686622525
555,portoviejo,-1.05,-80.45,79.63,91,49,3.87,EC,1686622525
556,tambopata,-12.7333,-69.1833,63.95,99,100,6.22,PE,1686622525
557,kargasok,59.0556,80.8572,50.16,52,38,10.85,RU,1686622525
558,tranas,58.0372,14.9782,45.39,56,0,5.64,SE,1686622526
